id,messages,category,answer_type,domain,language,source,source_id,generator,generation_prompt_version,reviewer,quality_status,rejection_reason,bareness_check_passed,dedup_cluster_id,contamination_checked,contamination_flag,license,split,created_at,notes
bare_qa_span__022,"[{""role"": ""user"", ""content"": ""Kaynak: Kritik uzay uçuş hesaplamalarını gerçekleştiren matematikçi olarak bilinen Katherine Johnson, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Kritik uzay uçuş hesaplamalarını kim gerçekleştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Kritik uzay uçuş hesaplamalarını Katherine Johnson gerçekleştirmiştir.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__023,"[{""role"": ""user"", ""content"": ""Kaynak: Shigeru Miyamoto, Super Mario oyun serisini geliştirmiştir ve bu başarısıyla alanında öne çıkan bir oyun tasarımcısı haline gelmiştir.\n\nSoru: Super Mario oyun serisini kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Super Mario oyun serisini Shigeru Miyamoto geliştirmiştir.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__024,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Satoshi Nakamoto, Bitcoin protokolünü geliştirmiştir.\n\nSoru: Bitcoin protokolünü kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Bitcoin protokolünü Satoshi Nakamoto geliştirmiştir.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__025,"[{""role"": ""user"", ""content"": ""Kaynak: Liskov ikame ilkesini ortaya koyan bilgisayar bilimci olarak bilinen Barbara Liskov, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Liskov ikame ilkesini kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Liskov ikame ilkesini Barbara Liskov ortaya koymuştur.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__026,"[{""role"": ""user"", ""content"": ""Kaynak: Vint Cerf, internet protokolü TCP/IP'nin temellerini atmıştır ve bu başarısıyla alanında öne çıkan bir mühendis haline gelmiştir.\n\nSoru: Internet protokolü TCP/IP'nin temellerini kim atmıştır?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Internet protokolü TCP/IP'nin temellerini Vint Cerf atmıştır.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__027,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Radia Perlman, yayılan ağaç protokolünü geliştirmiştir.\n\nSoru: Yayılan ağaç protokolünü kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Yayılan ağaç protokolünü Radia Perlman geliştirmiştir.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__028,"[{""role"": ""user"", ""content"": ""Kaynak: Turing makinesi kavramını ortaya koyan bilgisayar bilimci olarak bilinen Alan Turing, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Turing makinesi kavramını kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Turing makinesi kavramını Alan Turing ortaya koymuştur.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__029,"[{""role"": ""user"", ""content"": ""Kaynak: Margaret Hamilton, Apollo görev yazılımını geliştirmiştir ve bu başarısıyla alanında öne çıkan bir yazılımcı haline gelmiştir.\n\nSoru: Apollo görev yazılımını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Apollo görev yazılımını Margaret Hamilton geliştirmiştir.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__030,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Hedy Lamarr, frekans atlamalı iletişim teknolojisinin temellerini atmıştır.\n\nSoru: Frekans atlamalı iletişim teknolojisinin temellerini kim atmıştır?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Frekans atlamalı iletişim teknolojisinin temellerini Hedy Lamarr atmıştır.""}]",bare_qa_span,name,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__031,"[{""role"": ""user"", ""content"": ""Kaynak: Penisilini keşfeden bilim insanı olarak bilinen Dr. Alexander Fleming, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Penisilini kim keşfetmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Penisilini Dr. Alexander Fleming keşfetmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__032,"[{""role"": ""user"", ""content"": ""Kaynak: Dr. Jonas Salk, çocuk felci aşısını geliştirmiştir ve bu başarısıyla alanında öne çıkan bir bilim insanı haline gelmiştir.\n\nSoru: Çocuk felci aşısını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Çocuk felci aşısını Dr. Jonas Salk geliştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__033,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Dr. Edward Jenner, çiçek aşısını geliştirmiştir.\n\nSoru: Çiçek aşısını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Çiçek aşısını Dr. Edward Jenner geliştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__034,"[{""role"": ""user"", ""content"": ""Kaynak: DNA onarım mekanizmalarını ortaya koyan bilim insanı olarak bilinen Dr. Aziz Sancar, alanında kalıcı bir etki bırakmıştır.\n\nSoru: DNA onarım mekanizmalarını kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""DNA onarım mekanizmalarını Dr. Aziz Sancar ortaya koymuştur.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__035,"[{""role"": ""user"", ""content"": ""Kaynak: Dr. Marie Curie, radyoaktivite üzerine öncü çalışmaları gerçekleştirmiştir ve bu başarısıyla alanında öne çıkan bir bilim insanı haline gelmiştir.\n\nSoru: Radyoaktivite üzerine öncü çalışmaları kim gerçekleştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Radyoaktivite üzerine öncü çalışmaları Dr. Marie Curie gerçekleştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__036,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Dr. Sabin, ağızdan alınan çocuk felci aşısını geliştirmiştir.\n\nSoru: Ağızdan alınan çocuk felci aşısını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Ağızdan alınan çocuk felci aşısını Dr. Sabin geliştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,Argilla v3 submitted review | final QA source-template repair
bare_qa_span__037,"[{""role"": ""user"", ""content"": ""Kaynak: İlk başarılı kalp naklini gerçekleştiren cerrah olarak bilinen Dr. Barnard, alanında kalıcı bir etki bırakmıştır.\n\nSoru: İlk başarılı kalp naklini kim gerçekleştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""İlk başarılı kalp naklini Dr. Barnard gerçekleştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,final temporal-QA template repair | accepted after review-saturation decision | final QA source-template repair
bare_qa_span__038,"[{""role"": ""user"", ""content"": ""Kaynak: Dr. Ignaz Semmelweis, el yıkamanın enfeksiyonu azalttığını keşfetmiştir ve bu başarısıyla alanında öne çıkan bir hekim haline gelmiştir.\n\nSoru: El yıkamanın enfeksiyonu azalttığını kim keşfetmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""El yıkamanın enfeksiyonu azalttığını Dr. Ignaz Semmelweis keşfetmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__039,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Dr. Virginia Apgar, yenidoğan sağlık değerlendirme skalasını geliştirmiştir.\n\nSoru: Yenidoğan sağlık değerlendirme skalasını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Yenidoğan sağlık değerlendirme skalasını Dr. Virginia Apgar geliştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__040,"[{""role"": ""user"", ""content"": ""Kaynak: Kadın hekimliğinin önünü açan çalışmaları gerçekleştiren hekim olarak bilinen Dr. Elizabeth Blackwell, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Kadın hekimliğinin önünü açan çalışmaları kim gerçekleştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Kadın hekimliğinin önünü açan çalışmaları Dr. Elizabeth Blackwell gerçekleştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,Argilla v3 submitted review | final QA source-template repair
bare_qa_span__041,"[{""role"": ""user"", ""content"": ""Kaynak: Dr. Louis Pasteur, kuduz aşısını geliştirmiştir ve bu başarısıyla alanında öne çıkan bir bilim insanı haline gelmiştir.\n\nSoru: Kuduz aşısını kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Kuduz aşısını Dr. Louis Pasteur geliştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__042,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Dr. Karl Landsteiner, kan gruplarının sınıflandırmasını gerçekleştirmiştir.\n\nSoru: Kan gruplarının sınıflandırmasını kim gerçekleştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Kan gruplarının sınıflandırmasını Dr. Karl Landsteiner gerçekleştirmiştir.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__043,"[{""role"": ""user"", ""content"": ""Kaynak: Modern hemşirelik mesleğinin temellerini atan hemşire olarak bilinen Florence Nightingale, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Modern hemşirelik mesleğinin temellerini kim atmıştır?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Modern hemşirelik mesleğinin temellerini Florence Nightingale atmıştır.""}]",bare_qa_span,name,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__044,"[{""role"": ""user"", ""content"": ""Kaynak: Yerçekimi kanununu ortaya koyan bilim insanı olarak bilinen Isaac Newton, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Yerçekimi kanununu kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Yerçekimi kanununu Isaac Newton ortaya koymuştur.""}]",bare_qa_span,name,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__045,"[{""role"": ""user"", ""content"": ""Kaynak: Charles Darwin, evrim teorisini ortaya koymuştur ve bu başarısıyla alanında öne çıkan bir bilim insanı haline gelmiştir.\n\nSoru: Evrim teorisini kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Evrim teorisini Charles Darwin ortaya koymuştur.""}]",bare_qa_span,name,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__046,"[{""role"": ""user"", ""content"": ""Kaynak: Alanındaki çalışmalarıyla tanınan Albert Einstein, görelilik teorisini ortaya koymuştur.\n\nSoru: Görelilik teorisini kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Görelilik teorisini Albert Einstein ortaya koymuştur.""}]",bare_qa_span,name,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__047,"[{""role"": ""user"", ""content"": ""Kaynak: Alternatif akım sistemini geliştiren mucit olarak bilinen Nikola Tesla, alanında kalıcı bir etki bırakmıştır.\n\nSoru: Alternatif akım sistemini kim geliştirmiştir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Alternatif akım sistemini Nikola Tesla geliştirmiştir.""}]",bare_qa_span,name,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__048,"[{""role"": ""user"", ""content"": ""Kaynak: Gregor Mendel, kalıtım kanunlarını ortaya koymuştur ve bu başarısıyla alanında öne çıkan bir bilim insanı haline gelmiştir.\n\nSoru: Kalıtım kanunlarını kim ortaya koymuştur?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Kalıtım kanunlarını Gregor Mendel ortaya koymuştur.""}]",bare_qa_span,name,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
