timestamp, name, uuid, driver_version, pstate, temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/13 10:19:33.335, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.00 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:34.337, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.91 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:35.338, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.73 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:36.341, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.79 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:37.342, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.90 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:38.345, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.96 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:39.347, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.18 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:40.349, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.11 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:41.352, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.91 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:42.353, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.84 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:43.356, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.81 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:44.358, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.84 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:45.360, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.95 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:46.362, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 15.95 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:47.364, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.07 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:48.366, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.24 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:49.367, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.09 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:50.369, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.05 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:51.371, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.15 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:52.374, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.23 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:53.375, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.20 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:54.378, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.35 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:55.379, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.50 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:56.380, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.36 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:57.383, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.27 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:58.384, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.23 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:19:59.386, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 25, 16.12 W, 0 %, 0 %, 8418 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 10:20:00.388, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 26, 35.51 W, 0 %, 0 %, 8418 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:01.390, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 26, 50.88 W, 13 %, 0 %, 8420 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:02.394, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.32 W, 16 %, 0 %, 8420 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:03.396, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.48 W, 7 %, 0 %, 8420 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:04.398, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.39 W, 4 %, 0 %, 8420 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:05.400, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.17 W, 13 %, 0 %, 8420 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:06.403, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.00 W, 12 %, 0 %, 8422 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:07.405, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.02 W, 12 %, 0 %, 8422 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:08.408, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.06 W, 3 %, 0 %, 8422 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:09.410, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.22 W, 8 %, 0 %, 8424 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:10.413, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.07 W, 2 %, 0 %, 8424 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:11.415, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 50.82 W, 3 %, 0 %, 8424 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:12.418, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 50.95 W, 5 %, 0 %, 8426 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:13.420, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 50.99 W, 1 %, 0 %, 8426 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:14.422, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.11 W, 3 %, 0 %, 8426 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:15.424, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 50.94 W, 5 %, 0 %, 8428 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:16.426, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.16 W, 4 %, 0 %, 8428 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:17.427, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.27 W, 2 %, 0 %, 8428 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:18.431, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.41 W, 0 %, 0 %, 8556 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:19.433, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 27, 51.46 W, 0 %, 0 %, 8720 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:20.436, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 29, 89.24 W, 28 %, 20 %, 8722 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:21.439, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 29, 97.84 W, 28 %, 20 %, 8722 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:22.441, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 29, 98.00 W, 28 %, 20 %, 8722 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:23.444, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 29, 97.73 W, 28 %, 19 %, 8724 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:24.447, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 29, 98.39 W, 28 %, 20 %, 8724 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:25.450, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.35 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:26.453, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.52 W, 28 %, 19 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:27.455, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 100.18 W, 26 %, 19 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:28.457, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 96.80 W, 27 %, 18 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:29.460, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 97.73 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:30.462, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.49 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:31.465, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.56 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:32.468, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.12 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:33.470, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.34 W, 28 %, 19 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:34.473, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 102.62 W, 28 %, 19 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:35.476, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.23 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:36.478, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.30 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:37.481, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 30, 98.41 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:38.484, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.97 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:39.487, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.11 W, 28 %, 20 %, 8726 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:40.489, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.10 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:41.492, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 103.44 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:42.494, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.81 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:43.497, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.46 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:44.500, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.23 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:45.502, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.32 W, 29 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:46.505, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.79 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:47.507, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.15 W, 29 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:48.510, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 103.26 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:49.513, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.62 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:50.516, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.70 W, 28 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:51.517, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.10 W, 27 %, 19 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:52.520, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 98.89 W, 29 %, 20 %, 8728 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:53.523, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 103.82 W, 28 %, 19 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:54.525, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 32, 99.50 W, 28 %, 20 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:55.528, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.27 W, 28 %, 20 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:56.531, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.45 W, 28 %, 19 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:57.534, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 31, 99.18 W, 28 %, 20 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:58.536, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 32, 104.04 W, 27 %, 19 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:20:59.539, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 32, 98.91 W, 27 %, 19 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
2026/09/13 10:21:00.541, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P2, 32, 99.29 W, 28 %, 20 %, 8748 MiB, 24564 MiB, 2520 MHz, 10251 MHz
